Start;End;Sleep Quality;Regularity;Mood;Heart rate (bpm);Steps;Alarm mode;Air Pressure (Pa);City;Movements per hour;Time in bed (seconds);Time asleep (seconds);Time before sleep (seconds);Window start;Window stop;Did snore;Snore time;Weather temperature (°F);Weather type;Notes
2016-02-24 23:38:42;2016-02-25 06:31:15;76%;94%;;0;4076;Normal;101.7;;39.7;24752.5;22277.3;1732.7;2016-02-25 06:00:00;2016-02-25 06:30:00;false;0.0;32.0;No weather;
2016-02-25 23:23:38;2016-02-26 06:22:45;77%;97%;;0;3058;Normal;101.6;;38.6;25147.3;23387.0;502.9;2016-02-26 06:00:00;2016-02-26 06:30:00;false;0.0;32.0;No weather;
2016-03-01 00:08:15;2016-03-01 06:24:20;56%;0%;;0;7956;Normal;101.7;;56.9;22564.2;19781.3;2030.8;2016-03-01 06:00:00;2016-03-01 06:30:00;false;0.0;32.0;No weather;
2016-03-02 23:09:20;2016-03-03 06:13:54;66%;90%;;0;6697;Normal;101.8;;54.4;25474.2;22247.5;509.5;2016-03-03 05:40:00;2016-03-03 06:10:00;false;0.0;32.0;No weather;
2016-03-03 23:55:40;2016-03-04 06:43:36;76%;90%;;0;6578;Normal;101.5;;38.3;24475.8;20314.9;1794.9;2016-03-04 06:05:00;2016-03-04 06:35:00;false;0.0;32.0;No weather;
2016-03-06 23:32:45;2016-03-07 06:19:38;79%;93%;;0;8846;Normal;100.6;;33.7;24413.7;23925.4;488.3;2016-03-07 06:05:00;2016-03-07 06:35:00;false;0.0;32.0;No weather;
2016-03-07 23:56:33;2016-03-08 06:29:26;77%;95%;;0;4986;Normal;101.3;;32.4;23573.2;20980.1;471.5;2016-03-08 06:10:00;2016-03-08 06:40:00;false;0.0;32.0;No weather;
2016-03-09 00:31:17;2016-03-09 06:25:52;68%;95%;;0;6345;Normal;101.6;;33.5;21275.0;20424.0;425.5;2016-03-09 06:10:00;2016-03-09 06:40:00;false;0.0;32.0;No weather;
2016-03-10 00:18:52;2016-03-10 06:34:03;71%;96%;;0;2566;Normal;101.5;;34.1;22510.9;21235.3;450.2;2016-03-10 06:10:00;2016-03-10 06:40:00;false;0.0;32.0;No weather;
2016-03-10 23:05:59;2016-03-11 06:22:02;90%;93%;;0;2913;Normal;100.9;;24.8;26163.0;23895.6;1308.2;2016-03-11 06:00:00;2016-03-11 06:30:00;false;0.0;32.0;No weather;
2016-03-15 00:00:50;2016-03-15 06:33:02;81%;0%;;0;5284;Normal;102.2;;23.0;23531.5;20786.2;2196.3;2016-03-15 06:10:00;2016-03-15 06:40:00;false;0.0;32.0;No weather;
2016-03-16 00:11:46;2016-03-16 06:13:41;62%;96%;;0;3127;Normal;101.8;;41.8;21714.6;21280.3;434.3;2016-03-16 06:10:00;2016-03-16 06:40:00;false;0.0;32.0;No weather;
2016-03-17 23:47:14;2016-03-18 06:45:55;64%;94%;;0;5536;Normal;101.1;;52.0;25121.2;22609.1;502.4;2016-03-18 06:10:00;2016-03-18 06:40:00;false;0.0;32.0;No weather;
2016-03-19 00:36:00;2016-03-19 08:39:31;72%;85%;;0;2982;Normal;101.4;;54.1;29010.8;25239.4;580.2;2016-03-19 08:10:00;2016-03-19 08:40:00;false;0.0;32.0;No weather;
2016-03-21 00:41:51;2016-03-21 06:29:24;52%;79%;;0;2938;Normal;101.6;;53.8;20852.6;17585.7;417.1;2016-03-21 06:10:00;2016-03-21 06:40:00;false;0.0;32.0;No weather;
2016-03-22 00:35:26;2016-03-22 06:32:23;64%;90%;;0;6257;Normal;101.8;;39.1;21416.0;20416.6;428.3;2016-03-22 06:25:00;2016-03-22 06:55:00;false;0.0;32.0;No weather;
2016-03-23 23:34:34;2016-03-24 06:36:01;80%;95%;;0;14320;Normal;102.3;;32.2;25287.3;23180.0;505.7;2016-03-24 06:05:00;2016-03-24 06:35:00;false;0.0;32.0;No weather;
2016-03-28 23:43:41;2016-03-29 03:05:41;40%;0%;;0;2853;Normal;101.0;;27.8;12120.0;9776.8;1212.0;2016-03-29 06:10:00;2016-03-29 06:40:00;false;0.0;32.0;No weather;
2016-03-30 23:51:25;2016-03-31 06:38:58;79%;69%;;0;8808;Normal;101.6;;29.2;24452.9;21926.1;978.1;2016-03-31 06:00:00;2016-03-31 06:30:00;false;0.0;32.0;No weather;
2016-04-01 00:11:35;2016-04-01 06:27:42;58%;82%;;0;2355;Normal;101.8;;50.3;22567.0;18204.1;451.3;2016-04-01 06:10:00;2016-04-01 06:40:00;false;0.0;32.0;No weather;
2016-04-03 22:58:27;2016-04-04 06:26:31;84%;90%;;0;4690;Normal;101.8;;33.0;26884.2;25091.9;985.8;2016-04-04 06:05:00;2016-04-04 06:35:00;false;0.0;32.0;No weather;
2016-04-06 23:59:15;2016-04-07 06:35:42;66%;90%;;0;3207;Normal;101.1;;44.1;23787.3;21012.2;1268.7;2016-04-07 06:05:00;2016-04-07 06:35:00;false;0.0;32.0;No weather;
2016-04-07 23:35:25;2016-04-08 06:31:38;59%;96%;;0;7648;Normal;101.0;;58.2;24973.5;22392.9;499.5;2016-04-08 06:10:00;2016-04-08 06:40:00;false;0.0;32.0;No weather;
2016-04-11 00:19:08;2016-04-11 06:22:45;61%;93%;;0;3402;Normal;101.3;;44.1;21816.3;18689.3;945.4;2016-04-11 06:05:00;2016-04-11 06:35:00;false;0.0;32.0;No weather;
2016-04-11 23:13:01;2016-04-12 06:21:05;65%;91%;;0;3960;Normal;101.8;;52.6;25683.8;21745.6;513.7;2016-04-12 06:05:00;2016-04-12 06:35:00;false;0.0;32.0;No weather;
2016-04-13 00:16:21;2016-04-13 06:30:11;70%;90%;;0;5175;Normal;102.1;;34.0;22429.6;21981.0;448.6;2016-04-13 06:05:00;2016-04-13 06:35:00;false;0.0;32.0;No weather;
2016-04-14 00:09:29;2016-04-14 06:24:05;69%;93%;;0;5460;Normal;101.6;;34.8;22476.3;21502.4;974.0;2016-04-14 06:05:00;2016-04-14 06:35:00;false;0.0;32.0;No weather;
2016-04-26 23:30:02;2016-04-27 06:29:25;76%;0%;;0;7359;Normal;101.6;;36.6;25162.8;24659.5;503.3;2016-04-27 06:05:00;2016-04-27 06:35:00;false;0.0;32.0;No weather;
2016-07-11 23:39:53;2016-07-12 06:11:19;62%;0%;;0;3863;Normal;100.7;;48.1;23485.1;22545.7;939.4;2016-07-12 06:05:00;2016-07-12 06:35:00;false;0.0;32.0;No weather;
2016-07-12 22:25:22;2016-07-13 05:54:17;83%;87%;;0;3736;Normal;100.8;;35.4;26934.9;25049.4;1885.4;2016-07-13 05:50:00;2016-07-13 06:10:00;false;0.0;32.0;No weather;
2016-07-14 00:20:07;2016-07-14 06:37:54;69%;83%;;0;2828;Normal;100.7;;35.9;22667.1;20778.2;453.3;2016-07-14 06:10:00;2016-07-14 06:30:00;false;0.0;32.0;No weather;
2016-07-14 23:10:30;2016-07-15 06:23:30;85%;85%;;0;3424;Normal;100.7;;29.4;25980.9;22776.6;1558.9;2016-07-15 06:05:00;2016-07-15 06:25:00;false;0.0;32.0;No weather;
2016-07-18 00:09:41;2016-07-18 06:30:35;71%;91%;;0;4737;Normal;100.9;;33.0;22853.9;19730.5;2056.8;2016-07-18 06:10:00;2016-07-18 06:30:00;false;0.0;32.0;No weather;
2016-07-18 23:13:44;2016-07-19 06:30:16;81%;92%;;0;2940;Normal;101.2;;34.4;26191.8;25318.7;873.1;2016-07-19 06:10:00;2016-07-19 06:30:00;false;0.0;32.0;No weather;
2016-07-19 23:29:40;2016-07-20 06:06:09;73%;93%;;0;4085;Normal;101.1;;35.0;23789.4;22758.5;475.8;2016-07-20 05:50:00;2016-07-20 06:10:00;false;0.0;32.0;No weather;
2016-07-21 00:20:20;2016-07-21 06:14:54;71%;93%;;0;3832;Normal;101.0;;26.0;21274.0;20848.5;425.5;2016-07-21 06:10:00;2016-07-21 06:30:00;false;0.0;32.0;No weather;
2016-07-25 00:06:55;2016-07-25 06:22:19;79%;0%;;0;13163;Normal;100.6;;19.5;22524.1;18695.0;3378.6;2016-07-25 06:05:00;2016-07-25 06:25:00;false;0.0;32.0;No weather;
2016-07-25 23:44:52;2016-07-26 06:24:14;75%;97%;;0;4025;Normal;100.6;;31.0;23962.0;23482.8;479.2;2016-07-26 06:05:00;2016-07-26 06:25:00;false;0.0;32.0;No weather;
2016-07-26 22:52:51;2016-07-27 06:14:05;91%;94%;;0;3419;Normal;100.4;;21.1;26473.8;20384.9;3706.3;2016-07-27 05:50:00;2016-07-27 06:10:00;false;0.0;32.0;No weather;
2016-07-28 01:28:44;2016-07-28 06:32:13;63%;88%;;0;5379;Normal;100.6;;20.1;18208.6;16934.0;364.2;2016-07-28 06:05:00;2016-07-28 06:25:00;false;0.0;32.0;No weather;
2016-07-28 23:30:35;2016-07-29 06:21:20;75%;83%;;0;3224;Normal;100.4;;33.5;24645.2;24152.3;492.9;2016-07-29 05:45:00;2016-07-29 06:30:00;false;0.0;32.0;No weather;
2016-08-01 23:08:35;2016-08-02 06:20:54;80%;0%;;0;2130;Normal;100.9;;31.7;25939.6;25420.9;518.8;2016-08-02 06:10:00;2016-08-02 06:30:00;false;0.0;32.0;No weather;
2016-08-08 23:21:53;2016-08-09 06:29:36;92%;0%;;0;4300;Normal;100.3;;12.5;25662.9;22583.4;1368.7;2016-08-09 06:10:00;2016-08-09 06:30:00;false;0.0;32.0;No weather;
2016-08-11 23:40:57;2016-08-12 06:25:53;70%;97%;;0;5262;Normal;100.9;;37.0;24295.8;22757.0;1538.7;2016-08-12 06:05:00;2016-08-12 06:25:00;false;0.0;32.0;No weather;
2016-08-14 00:27:18;2016-08-14 09:12:56;99%;70%;;0;9969;Normal;100.6;;29.3;31537.9;29961.1;630.8;2016-08-14 09:05:00;2016-08-14 09:25:00;false;0.0;32.0;No weather;
2016-08-15 00:00:40;2016-08-15 06:35:59;76%;72%;;0;5666;Normal;100.6;;27.2;23719.9;21189.7;1581.3;2016-08-15 09:05:00;2016-08-15 09:25:00;false;0.0;32.0;No weather;
2016-08-17 00:56:56;2016-08-17 06:00:22;45%;81%;;0;4468;Normal;100.5;;50.4;18206.1;15657.2;971.0;2016-08-17 05:50:00;2016-08-17 06:10:00;false;0.0;32.0;No weather;
2016-08-18 23:08:31;2016-08-19 06:25:16;71%;81%;;0;1863;Normal;100.5;;42.9;26204.5;24894.3;1310.2;2016-08-19 06:10:00;2016-08-19 06:30:00;false;0.0;32.0;No weather;
2016-08-22 00:12:43;2016-08-22 06:29:13;63%;91%;;0;4705;Normal;100.7;;39.9;22589.4;19502.2;1430.7;2016-08-22 06:10:00;2016-08-22 06:30:00;false;0.0;32.0;No weather;
2016-08-23 00:04:34;2016-08-23 06:24:28;57%;98%;;0;5193;Normal;100.9;;50.4;22794.3;20894.7;455.9;2016-08-23 06:10:00;2016-08-23 06:30:00;false;0.0;32.0;No weather;
2016-08-23 23:08:45;2016-08-24 06:01:07;73%;94%;;0;3007;Normal;101.2;;35.8;24741.9;21360.5;2804.1;2016-08-24 05:50:00;2016-08-24 06:10:00;false;0.0;32.0;No weather;
2016-08-25 00:07:12;2016-08-25 06:29:23;67%;92%;;0;6248;Normal;100.8;;36.5;22931.0;22166.6;764.4;2016-08-25 06:10:00;2016-08-25 06:30:00;false;0.0;32.0;No weather;
2016-08-26 01:10:02;2016-08-26 06:18:15;55%;89%;;0;3005;Normal;100.5;;34.0;18493.1;17383.5;369.9;2016-08-26 06:10:00;2016-08-26 06:30:00;false;0.0;32.0;No weather;
2016-08-29 00:08:28;2016-08-29 06:19:38;72%;91%;;0;5974;Normal;101.1;;26.4;22269.6;21156.2;1113.5;2016-08-29 06:10:00;2016-08-29 06:30:00;false;0.0;32.0;No weather;
2016-08-29 22:41:01;2016-08-30 06:19:02;84%;88%;;0;2824;Normal;101.0;;31.7;27481.4;26473.8;1007.7;2016-08-30 06:10:00;2016-08-30 06:30:00;false;0.0;32.0;No weather;
2016-08-30 23:03:21;2016-08-31 06:09:25;85%;92%;;0;2565;Normal;100.7;;22.5;25564.7;22241.3;3323.4;2016-08-31 05:50:00;2016-08-31 06:10:00;false;0.0;32.0;No weather;
2016-08-31 23:14:52;2016-09-01 06:19:10;88%;93%;;0;4867;Normal;100.8;;17.6;25457.9;22657.5;1527.5;2016-09-01 06:10:00;2016-09-01 06:30:00;false;0.0;32.0;No weather;
2016-09-01 23:08:22;2016-09-02 06:37:47;91%;96%;;0;8364;Normal;100.7;;20.3;26964.9;25347.0;539.3;2016-09-02 06:10:00;2016-09-02 06:30:00;false;0.0;32.0;No weather;
2016-09-05 22:41:45;2016-09-06 06:29:06;83%;0%;;0;8276;Normal;100.3;;33.6;28040.1;25796.9;2243.2;2016-09-06 06:10:00;2016-09-06 06:30:00;false;0.0;32.0;No weather;
2016-09-06 22:49:55;2016-09-07 06:06:29;60%;96%;;0;1900;Normal;100.3;;55.8;26194.5;23225.8;1222.4;2016-09-07 05:45:00;2016-09-07 06:05:00;false;0.0;32.0;No weather;
2016-09-08 23:35:30;2016-09-09 06:17:09;80%;94%;;0;5876;Normal;101.0;;22.4;24098.4;23134.5;963.9;2016-09-09 05:55:00;2016-09-09 06:15:00;false;0.0;32.0;No weather;
2016-09-12 00:15:08;2016-09-12 06:21:38;70%;94%;;0;5852;Normal;100.7;;26.2;21990.1;20157.6;1832.5;2016-09-12 06:10:00;2016-09-12 06:30:00;false;0.0;32.0;No weather;
2016-09-12 23:35:09;2016-09-13 06:31:06;78%;93%;;0;4641;Normal;100.4;;28.4;24956.9;24457.8;499.1;2016-09-13 06:10:00;2016-09-13 06:30:00;false;0.0;32.0;No weather;
2016-09-13 22:53:39;2016-09-14 05:54:32;70%;91%;;0;4392;Normal;100.9;;39.8;25253.1;23232.9;505.1;2016-09-14 05:50:00;2016-09-14 06:10:00;false;0.0;32.0;No weather;
2016-09-16 00:13:55;2016-09-16 06:15:26;66%;88%;;0;4008;Normal;100.9;;31.6;21691.1;21257.3;433.8;2016-09-16 06:10:00;2016-09-16 06:30:00;false;0.0;32.0;No weather;
2016-09-19 00:17:28;2016-09-19 06:44:00;63%;96%;;0;2665;Normal;100.5;;42.3;23191.8;19558.4;463.8;2016-09-19 06:10:00;2016-09-19 06:30:00;false;0.0;32.0;No weather;
2016-09-20 00:16:37;2016-09-20 06:30:44;70%;98%;;0;3889;Normal;100.8;;28.4;22447.1;21399.5;1047.5;2016-09-20 06:10:00;2016-09-20 06:30:00;false;0.0;32.0;No weather;
2016-09-21 23:21:08;2016-09-22 06:22:20;75%;95%;;0;6814;Normal;100.8;;33.6;25272.0;24176.9;505.4;2016-09-22 06:10:00;2016-09-22 06:30:00;false;0.0;32.0;No weather;
2016-09-22 22:53:42;2016-09-23 06:14:52;88%;93%;;0;5926;Normal;101.1;;21.8;26470.6;20117.6;1147.1;2016-09-23 06:10:00;2016-09-23 06:30:00;false;0.0;32.0;No weather;
2016-09-25 23:16:19;2016-09-26 06:30:33;86%;95%;;0;5252;Normal;100.8;;21.9;26054.4;23970.0;2084.4;2016-09-26 06:10:00;2016-09-26 06:30:00;false;0.0;32.0;No weather;
2016-09-27 00:01:17;2016-09-27 07:30:44;85%;85%;;0;3656;Normal;100.6;;26.2;26967.2;24180.6;539.3;2016-09-27 07:10:00;2016-09-27 07:30:00;false;0.0;32.0;No weather;
2016-09-28 23:43:51;2016-09-29 05:57:58;74%;85%;;0;5599;Normal;100.8;;21.4;22447.2;20052.8;1047.5;2016-09-29 05:45:00;2016-09-29 06:05:00;false;0.0;32.0;No weather;
2016-09-29 22:52:07;2016-09-30 06:09:24;63%;88%;;0;16694;Normal;101.2;;51.7;26237.2;23351.1;524.7;2016-09-30 06:05:00;2016-09-30 06:25:00;false;0.0;32.0;No weather;
2016-10-03 22:20:06;2016-10-04 05:47:02;75%;0%;;0;6012;Normal;100.9;;38.8;26816.0;26279.6;536.3;2016-10-04 05:40:00;2016-10-04 06:00:00;false;0.0;32.0;No weather;
2016-10-04 23:00:42;2016-10-05 06:31:06;67%;88%;;0;6144;Normal;100.9;;48.9;27023.7;25312.2;540.5;2016-10-05 06:10:00;2016-10-05 06:30:00;false;0.0;32.0;No weather;
2016-10-05 23:05:30;2016-10-06 06:24:33;79%;93%;;0;5382;Normal;101.1;;32.3;26343.7;25816.8;526.9;2016-10-06 06:10:00;2016-10-06 06:30:00;false;0.0;32.0;No weather;
2016-10-06 23:56:19;2016-10-07 06:18:28;62%;93%;;0;3908;Normal;100.9;;41.4;22929.4;20483.6;2445.8;2016-10-07 06:00:00;2016-10-07 06:20:00;false;0.0;32.0;No weather;
2016-10-10 00:16:33;2016-10-10 06:27:10;63%;96%;;0;4278;Normal;100.7;;37.4;22237.5;20310.2;1408.4;2016-10-10 06:05:00;2016-10-10 06:25:00;false;0.0;32.0;No weather;
2016-10-11 00:41:33;2016-10-11 06:26:59;59%;97%;;0;3129;Normal;100.9;;36.4;20725.7;18238.7;2487.1;2016-10-11 06:05:00;2016-10-11 06:25:00;false;0.0;32.0;No weather;
2016-10-11 23:03:55;2016-10-12 06:55:53;75%;89%;;0;3262;Normal;101.0;;43.2;28317.8;23692.5;566.4;2016-10-12 06:05:00;2016-10-12 06:25:00;false;0.0;32.0;No weather;
2016-10-12 23:34:40;2016-10-13 06:15:08;80%;90%;;0;4046;Normal;101.2;;21.1;24028.0;21705.3;881.0;2016-10-13 05:55:00;2016-10-13 06:15:00;false;0.0;32.0;No weather;
2016-10-17 00:01:48;2016-10-17 03:47:43;45%;0%;;0;3253;Normal;100.5;;20.4;13555.2;9443.5;2168.8;2016-10-17 05:55:00;2016-10-17 06:15:00;false;0.0;32.0;No weather;
2016-10-17 03:49:21;2016-10-17 06:27:11;32%;0%;;0;0;Normal;100.7;;18.8;9469.3;7038.8;1136.3;2016-10-17 05:55:00;2016-10-17 06:15:00;false;0.0;32.0;No weather;
2016-10-18 23:19:05;2016-10-19 06:13:53;76%;74%;;0;3341;Normal;101.4;;29.7;24887.6;23394.4;497.8;2016-10-19 05:50:00;2016-10-19 06:10:00;false;0.0;32.0;No weather;
2016-10-19 23:17:39;2016-10-20 06:40:01;87%;85%;;0;6282;Normal;101.3;;21.6;26542.2;24418.8;1238.6;2016-10-20 06:10:00;2016-10-20 06:30:00;false;0.0;32.0;No weather;
2016-10-20 22:56:08;2016-10-21 06:33:35;85%;96%;;0;2906;Normal;100.9;;28.2;27446.5;24427.4;548.9;2016-10-21 06:10:00;2016-10-21 06:30:00;false;0.0;32.0;No weather;
2016-10-24 23:05:06;2016-10-25 05:51:37;70%;0%;;0;2886;Normal;100.9;;35.4;24391.3;23253.0;487.8;2016-10-25 05:50:00;2016-10-25 06:10:00;false;0.0;32.0;No weather;
2016-10-25 23:05:59;2016-10-26 06:32:46;87%;94%;;0;8569;Normal;101.0;;23.5;26806.4;26270.3;536.1;2016-10-26 06:20:00;2016-10-26 06:40:00;false;0.0;32.0;No weather;
2016-10-27 00:04:52;2016-10-27 06:18:05;64%;92%;;0;2353;Normal;100.8;;35.4;22393.2;21497.5;447.9;2016-10-27 06:10:00;2016-10-27 06:30:00;false;0.0;32.0;No weather;
2016-10-28 00:21:25;2016-10-28 06:20:58;69%;94%;;0;3159;Normal;100.5;;24.6;21573.1;19631.5;431.5;2016-10-28 06:15:00;2016-10-28 06:35:00;false;0.0;32.0;No weather;
2016-10-31 00:18:01;2016-10-31 01:37:22;17%;0%;;0;3428;Normal;101.2;;0.0;4761.5;4666.3;95.2;2016-10-31 06:10:00;2016-10-31 06:30:00;false;0.0;32.0;No weather;
2016-10-31 01:37:36;2016-10-31 06:24:37;59%;89%;;0;0;Normal;101.2;;17.4;17221.1;15326.8;746.2;2016-10-31 06:10:00;2016-10-31 06:30:00;false;0.0;32.0;No weather;
2016-10-31 22:53:13;2016-11-01 06:12:28;86%;75%;;0;4005;Normal;100.9;;22.3;26354.8;25827.7;527.1;2016-11-01 05:50:00;2016-11-01 06:10:00;false;0.0;32.0;No weather;
2016-11-01 22:51:27;2016-11-02 06:19:29;85%;87%;;0;3591;Normal;101.4;;25.6;26881.9;24014.5;2867.4;2016-11-02 06:15:00;2016-11-02 06:35:00;false;0.0;32.0;No weather;
2016-11-03 23:22:46;2016-11-04 06:29:05;82%;97%;;0;3505;Normal;101.2;;24.0;25578.9;21401.0;1278.9;2016-11-04 06:10:00;2016-11-04 06:30:00;false;0.0;32.0;No weather;
2016-11-06 23:31:02;2016-11-07 06:27:11;63%;90%;;0;12650;Normal;101.3;;46.6;24968.3;23553.4;1414.9;2016-11-07 06:15:00;2016-11-07 06:35:00;false;0.0;32.0;No weather;
2016-11-07 22:38:50;2016-11-08 06:01:38;70%;81%;;0;3950;Normal;101.3;;42.3;26568.1;26036.7;531.4;2016-11-08 05:50:00;2016-11-08 06:10:00;false;0.0;32.0;No weather;
2016-11-08 23:30:08;2016-11-09 06:36:15;74%;84%;;0;6262;Normal;101.3;;33.7;25566.4;24969.9;596.5;2016-11-09 06:15:00;2016-11-09 06:35:00;false;0.0;32.0;No weather;
2016-11-10 00:07:19;2016-11-10 06:26:40;56%;87%;;0;7355;Normal;101.0;;47.6;22761.2;22305.9;455.2;2016-11-10 06:05:00;2016-11-10 06:25:00;false;0.0;32.0;No weather;
2016-11-11 00:12:25;2016-11-11 06:27:58;71%;94%;;0;2710;Normal;101.0;;26.1;22533.1;21481.6;1051.5;2016-11-11 06:20:00;2016-11-11 06:40:00;false;0.0;32.0;No weather;
2016-11-13 23:37:12;2016-11-14 06:27:00;81%;95%;;0;6085;Normal;101.4;;21.5;24588.7;23195.4;1393.4;2016-11-14 06:05:00;2016-11-14 06:25:00;false;0.0;32.0;No weather;
2016-11-14 23:01:03;2016-11-15 06:10:41;80%;93%;;0;4295;Normal;101.3;;26.9;25778.3;25262.7;515.6;2016-11-15 05:50:00;2016-11-15 06:10:00;false;0.0;32.0;No weather;
2016-11-15 23:22:50;2016-11-16 06:25:43;88%;94%;;0;4676;Normal;101.2;;15.5;25372.8;22835.5;1184.1;2016-11-16 06:20:00;2016-11-16 06:40:00;false;0.0;32.0;No weather;
2016-11-16 22:53:53;2016-11-17 06:59:32;77%;93%;;0;3659;Normal;100.9;;42.1;29139.2;26419.5;1651.2;2016-11-17 06:40:00;2016-11-17 07:00:00;false;0.0;32.0;No weather;
2016-11-20 23:01:20;2016-11-21 06:31:43;74%;0%;;0;3030;Normal;100.7;;38.9;27023.1;24681.1;540.5;2016-11-21 06:20:00;2016-11-21 06:40:00;false;0.0;32.0;No weather;
2016-11-21 23:04:47;2016-11-22 06:09:31;82%;96%;;0;2734;Normal;101.4;;23.1;25484.2;24974.5;509.7;2016-11-22 05:50:00;2016-11-22 06:10:00;false;0.0;32.0;No weather;
2016-11-22 23:40:14;2016-11-23 06:41:40;73%;94%;;0;5211;Normal;101.3;;34.1;25285.2;24105.3;1180.0;2016-11-23 06:20:00;2016-11-23 06:40:00;false;0.0;32.0;No weather;
2016-11-27 23:25:56;2016-11-28 06:19:21;73%;0%;;0;2915;Normal;101.2;;26.0;24804.3;22158.5;2645.8;2016-11-28 06:05:00;2016-11-28 06:25:00;false;0.0;32.0;No weather;
2016-11-28 23:14:41;2016-11-29 05:59:26;71%;96%;;0;3939;Normal;101.0;;37.7;24285.1;22018.5;1619.0;2016-11-29 05:55:00;2016-11-29 06:15:00;false;0.0;32.0;No weather;
2016-11-29 23:29:31;2016-11-30 06:39:37;79%;94%;;0;3379;Normal;101.4;;29.2;25805.3;24429.1;516.1;2016-11-30 06:20:00;2016-11-30 06:40:00;false;0.0;32.0;No weather;
2016-11-30 23:31:50;2016-12-01 06:24:03;67%;95%;;0;65;Normal;101.2;;44.0;24733.5;24238.9;494.7;2016-12-01 06:05:00;2016-12-01 06:25:00;false;0.0;32.0;No weather;
2016-12-01 23:05:40;2016-12-02 06:42:31;79%;95%;;0;3143;Normal;101.3;;35.7;27411.8;26315.3;548.2;2016-12-02 06:20:00;2016-12-02 06:40:00;false;0.0;32.0;No weather;
2016-12-03 00:04:33;2016-12-03 07:28:21;71%;92%;;0;3892;Normal;101.6;;43.9;26627.6;24053.6;1508.9;2016-12-03 07:00:00;2016-12-03 07:20:00;false;0.0;32.0;No weather;
2016-12-04 23:46:43;2016-12-05 06:26:14;78%;87%;;0;7212;Normal;101.3;;24.1;23971.0;22532.7;1438.3;2016-12-05 06:05:00;2016-12-05 06:25:00;false;0.0;32.0;No weather;
2016-12-06 22:37:17;2016-12-07 06:35:48;75%;89%;;0;6830;Normal;101.3;;42.1;28710.8;26318.3;574.2;2016-12-07 06:15:00;2016-12-07 06:35:00;false;0.0;32.0;No weather;
2016-12-07 23:55:24;2016-12-08 06:22:31;64%;88%;;0;4906;Normal;101.1;;37.6;23226.7;20904.0;1858.1;2016-12-08 06:00:00;2016-12-08 06:20:00;false;0.0;32.0;No weather;
2016-12-08 21:37:24;2016-12-09 06:25:34;80%;84%;;0;24901;Normal;101.5;;43.7;31689.5;28626.2;633.8;2016-12-09 06:05:00;2016-12-09 06:25:00;false;0.0;32.0;No weather;
2016-12-11 22:57:48;2016-12-12 06:31:21;92%;88%;;0;2137;Normal;101.4;;22.6;27212.8;26577.9;635.0;2016-12-12 06:05:00;2016-12-12 06:25:00;false;0.0;32.0;No weather;
2016-12-13 23:40:50;2016-12-14 06:38:48;78%;93%;;0;7027;Normal;101.1;;28.9;25078.6;23573.8;668.8;2016-12-14 06:20:00;2016-12-14 06:40:00;false;0.0;32.0;No weather;
